,input,output
5085,철수가 무엇도 안 먹는다.,철수가 아무것도 안 먹는다.
5086,동현이는 자기가 윤아를 사랑하는 것이 분명했다.,동현에게는 자기가 윤아를 사랑하는 것이 분명했다.
5087,볼 일이 좀 있으니 종로에 가는 길입니다.,볼 일이 좀 있어서 종로에 가는 길입니다.
5088,방에 들어서자마자 철수가 민호를 체포했다.,방에 들어서자마자 철수가 민호를 체포했다.
5089,철수가 마누라를 두들기지만 모욕하는 일은 없다.,철수가 마누라를 두들기지만 모욕하는 일은 없다.
5090,나는 철수에게 떠나는 것을 요구했다.,나는 철수에게 떠날 것을 요구했다.
5091,민호가 살고 있는 집에서 철수가 체포했다. ,민호가 안심하고 잠들어 있는 집에서 철수가 쉽사리 체포할 수 있었다.
5092,철수가 차를 안 마시지 한다.,철수가 차를 마시지 않는다.
5093,창수는 공부를 안 해서 시험에 떨어졌겠지.,장수는 공부를 안 했으니까 시험에 떨어졌겠지.
5094,그는 철수가 보스턴에 올 때 비행기로 온다.,철수는 그가 보스턴에 올 때 비행기로 온다.
5095,차고에 내가 시카고에서 내 차를 둔다.,시카고에서 내가 차고에 내 차를 둔다.
5096,내가 철수에게 가지 않으라고 명령했다.,내가 철수에게 가지 말라고 명령했다.
5097,홍배가 사람을 죽였느냐고 고백했다.,홍배가 사람을 죽였다고 고백했다.
5098,말씀 좀 물어볼 것이 있으니 왔습니다.,말씀 좀 물어볼 것이 있어서 왔습니다.
5099,영희는 철수하고 결혼할 것이다. 그리고서 애를 뱄다.,영희는 철수하고 결혼할 것이다. 애를 뱄다.
5100,비행기가 높으니 잘 안 보입니다.,비행기가 높으니 잘 안 보입니다.
5101,경찰은 도둑이 영희의 지갑을 훔치고 있는기를 잡았다.,경찰은 도둑이 영희의 지갑을 훔치고 있는 것을 잡았다.
5102,영호가 철수에게 가지 않자고 제안했다.,영호가 철수에게 가지 말라고 제안했다.
5103,영희는 철수가 군인이라고 잊고 있었다.,영희는 철수가 군인임을 잊고 있었다.
5104,철수는 어느 것도 먹는다.,철수는 어느 것이나 먹는다.
5105,철수가 다섯 시간밖에 공부했다.,철수가 다섯 시간밖에 공부하지 않았다.
5106,철수가 시험에 가엽게도 떨어졌다.,"가엽게도, 철수가 시험에 떨어졌다."
5107,조는 자기가 사랑하는 여자가 만났다.,동현은 자기가 사랑하는 여자를 만났다.
5108,이 학교에서는 고등고시에 한 명이나 합격했다.,이 학교에서는 고등고시에 한 명이나 합격했다.
5109,여러 집집을 보았다.,여러 집들을 보았다.
5110,철수가 지훈이에게 뉴욕으로 책을 보냈다.,철수가 뉴욕으로 지훈에게 책을 보냈다.
5111,그가 산을 오르기가 철수에게 어렵다.,자기가 산을 오르기가 철수에게 어렵다.
5112,아이가 나에 의해서 영어를 가르쳐졌다.,내가 아이를 영어를 가르쳤다.
5113,전기불이 순경에게 나갔다.,전기불이 저절로 나갔다.
5114,그가 도착하자 영희가 철수를 만났다. ,영희가 철수를 그가 도착하자 만났다.
5115,네가 졸린다.,너는 늘 졸리니?
5116,민수는 세 시간 동안에 걸었다.,민수는 내가 없는 동안에 걸었다.
5117,순이가 고개를 너무 숙게 했다.,순이가 고개를 너무 숙게 했다.
5118,나는 신경을 곤두서게 한다.,그 일이 내 신경을 곤두세운다.
5119,선희가 영수에 의해서 수학을 가르쳐졌다.,선희가 영수에 의해서 수학을 가르쳐졌다.
5120,우리나라는 삼면이 바다로 싸여 있다.,우리나라는 삼면이 바다로 싸여 있다.
5121,우리는 모래주머니로 둑을 막았다.,우리는 모래주머니로 둑을 막았다.
5122,복동이 그의 아들이 추워서 떨렸다.,복동이 추위에 떨었다.
5123,그때는 기름으로 닦이었다.,그때는 기름으로 닦아졌다.
5124,못이 저절로 뽑아졌다.,못이 저절로 뽑혔다.
5125,연이 복동에게 날리었다.,연이 바람에 날리었다.
5126,순이가 엄마 애간장을 태운다.,순이가 엄마 애간장을 태운다.
5127,신호등이 순경에게 바뀌었다.,신호등이 저절로 바뀌었다.
5128,바람에 큰 나무가 뽑아졌다.,바람에 큰 나무가 뽑혔다.
5129,요새 집에 좀 없어요.,요새 집에서 좀 있어요.
5130,철수가 영희를 아버지를 만났다.,철수가 영희의 아버지를 만났다.
5131,미자가 철수를 좋아하는 그 사실이 안 분명하다.,미자가 철수를 좋아하는 그 사실이 분명하다.
5132,영이가 나에게 꽃신을 본다.,내가 꽃신을 본다.
5133,빌의 자기가 사업에 실패했다.,지훈의 아버지가 사업에 실패했다.
5134,철수는 지훈이가 사랑하는 여자가 죽었다고 말했다. ,철수는 사랑하는 여자가 죽었다.
5135,철수가 개가 짖었다.,철수의 개가 짖었다.
5136,수학이 영수에 의해서 선희를 가르쳐졌다.,영수가 선희에게 수학을 가르쳤다.
5137,어머니는 그 아이가 사과를 먹였다.,어머니는 그 아이에게 사과를 먹였다.
5138,선희가 영수에 의해서 그 책을 주어졌다.,그 책이 영수에 의해서 선희에게 주어졌다.
5139,나는 한 시간 동안 학교까지 갔다.,비가 두 시간 동안 그쳤다.
5140,저 밭이 포도가 썩었다.,저 밭의 포도가 썩었다.
5141,우리 마을은 산으로 둘러싸아져 있다.,우리 마을은 산으로 둘러싸여 있다.
5142,나는 두 시간 동안 슬펐다.,나는 하루 종일 슬펐다.
5143,구슬픈 피리 소리가 들어졌다.,구슬픈 피리 소리가 들리었다.
5144,철수가 개가 죽었다.,철수의 개가 죽었다.
5145,철수를 나는 자기의 선생에게 소개했다.,철수를 나는 자기의 선생에게 소개했다.
5146,철수는 순이가 시험을 포기해 버렸다.,철수는 순이가 시험을 포기해 버렸다.
5147,철수가 눈을 녹여졌다.,눈이 철수에 의해 녹여졌다.
5148,내가 날씨가 좋다.,날씨가 좋다.
5149,철수가 아무도 돈을 훔쳤다고 믿지 않았다.,철수가 아무도 돈을 훔치지 않았다고 믿었다.
5150,영희를 팔을 잡혔다.,영희가 팔을 잡혔다.
5151,내가 고향이 그립다.,내가 고향이 그립다.
5152,영희 철수가 그리고 지훈이가 윤아와 만났다.,철수가 영희와 그리고 지훈이 윤아와 만났다.
5153,철수가 피아노를 그리고 지훈이가 기타를 영희가 잘 친다는 소문을 들었다.,철수가 포도를 그리고 지훈이 사과를 영희가 좋아한다고 생각한다.
5154,우리가 민호를 산다고 생각한 집에 불이 났다.,우리가 민호가 산다고 생각한 집에 불이 났다.
5155,그가 부산에 왜 내려갈 모양이니?,민수가 부산에 왜 내려가는 중이니?
5156,영희는 서로의 교수를 그들에게 소개했다.,영희는 그들에게 서로의 교수를 소개했다.
5157,너는 수자가 누구를 때렸다는 소문을 들었니?,너는 수자가 누구를 때렸다는 소문을 들었니?
5158,그는 순이에게 노래를 불렀다.,그는 순이에게 노래를 불러 주었다.
5159,철수가 많이들 선물들을 사 왔어요들. ,손님들이 많이들 선물들을 사 왔어요들. 
5160,고향이 그리워라.,고향을 그리워해라.
5161,철수는 어제 오고 영희는 내일 올 것이다.,철수는 오늘 오고 영희는 내일 온다.
5162,내가 작으려고 노력하였다.,내가 솔직하려고 노력하였다.
5163,나는 손을 민수가 크다고 생각한다.,나는 민수를 손이 크다고 생각한다.
5164,아이가 아버지가 필요하시다.,선생님이 돈이 필요하시다.
5165,매우 순이가 아름답다.,순이가 매우 아름답다.
5166,철수가 서울과 부산을 오가고 영희가 서울과 오산을 오갔다.,철수가 서울과 부산을 오가고 영희가 서울과 오산도 오갔다.
5167,철수가 순이한테 팔에 주사를 놓았다.,철수가 순이한테 주사를 팔에 놓았다.
5168,아주 개가 좋다.,개가 아주 좋다.
5169,고기를 구운 것이 철수가 어제 먹은 것이다.,고기를 구운 것이 철수가 어제 먹은 것이다.
5170,책을 읽게를 철수가 윤아를 하였다.,철수가 윤아를 책을 읽게를 하였다.
5171,아기가 아직 의자에 앉음이 어렵다.,아기가 아직 의자에 앉기가 어렵다.
5172,동현이가밖에 오지 않았다.,동현이밖에 오지 않았다.
5173,비에서 자동차가 과속으로 달렸다.,빗길에서 자동차가 과속으로 달렸다.
5174,너는 그가 왜 산 책을 버렸니?,너는 그가 왜 산 책을 버렸니?
5175,철수가 선생님이 오시고 있다.,선진국이 남자가 수명이 짧다.
5176,철수가 순이에게 팔에도 주사를 놓았다.,철수가 순이에게도 팔에 주사를 놓았다.
5177,철수의 머리 아프다.,철수의 머리가 아프다.
5178,나는 민수를 그 집이 지어졌다고 믿는다.,나는 그 집을 민수에 의해 지어졌다고 믿는다.
5179,저는 개미가 꿀을 좋아한다는 관찰입니다.,제 관찰은 개미가 꿀을 좋아한다는 관찰입니다.
5180,철수가 열 번이 일어났다.,철수가 열 번을 일어났다.
5181,철수가 영희를 결혼하였다.,철수가 영희와 결혼하였다.
5182,철수를 자기의 친구가 방문했다. ,철수와 영희를 서로의 친구가 방문했다.
5183,철수를 그는 나에게 소개했다.,"철수의 교수를, 철수는 나에게 소개했다."
5184,뭐는 필요하니?,뭐 필요하니?
5185,영수가 누나가 공부하고 있다.,영수가 누나가 예쁘다.
5186,그 두 사람이 누구누구이니?,그 두 사람이 누구누구이니?
5187,어머니가 수를 책을 읽게 하셨다.,어머니가 수를 책을 읽게 하셨다.
5188,철수는 큰 아들과 작은 아들이 여럿이 있다.,철수는 키가 큰 아들과 키가 작은 아들이 여럿이 있다.
5189,철수가 총명을 하다. ,철수가 총명을 하다. 
5190,동생이 철수가 책을 선물한다.,동생에게 철수가 책을 선물한다.
5191,동수가 영희에 의해 머리를 치어졌다. ,동수가 영희에 의해 머리를 치어졌다. 
5192,뱀을 무서워해라.,뱀을 무서워해라.
5193,철수가 자기가 직접 갔으려고 했다.,철수가 자기가 직접 가려고 했다.
5194,"학생을, 영희는 세 명의 보았다.","학생을, 영희는 세 명 보았다."
5195,그는 웃었다.,그는 웃었다.
5196,나는 그가 바보였다 믿었다.,나는 그가 바보였다고 믿었다.
5197,구름을 보니 큰 비가 오더라.,구름을 보니 큰 비가 오겠더라.
5198,철수가 책을 영희에게 줬다.,철수가 책을 영희에게 줬다.
5199,철수가 저 다리를 붕괴할 것이다.,철수가 저 다리를 붕괴할 것이다.
5200,철수는 꿇어서 앉았다.,철수는 꿇었다.
5201,책을 읽었다고를 철수가 윤아를 믿었다.,윤아가 책을 읽었다고를 철수가 믿었다.
5202,남반구가 문명국의 남자의 평균 수명이 짧다.,남반구가 문명국이 남자가 평균 수명이 짧다.
5203,"영미야, 너 이거 먹어요.","영미야, 너 이거 먹어."
5204,영희의 누이를 철수 그리고 윤아의 누이를 지훈이 좋아한다.,영희의 누이를 철수 그리고 윤아의 누이를 지훈이 좋아한다.
5205,영희는 서로의 교수에게 학생을 두 명 소개했다.,영희는 학생을 두 명 서로의 교수에게 소개했다.
5206,아버지가 철수가 부자이시다.,철수가 아버지가 부자이시다.
5207,집이 바람에 창문을 부서졌다.,집이 바람에 창문이 부서졌다.
5208,"학생을 세 명, 영희는 보았다.","학생 세 명을, 영희는 보았다."
5209,내가 민수를 순이가 만나게 설득하였다.,내가 민수를 순이를 만나게 설득하였다.
5210,나는 아무도 안 안 만났다.,나는 아무도 안 만나지 않았다.
5211,그는 순이에게 책을 읽었게 했다.,그는 순이에게 책을 읽게 했다.
5212,영희는 철수가 읽기 전에 무슨 책을 읽었니?,"무슨 책을, 영희는 철수가 읽기 전에 읽었니?"
5213,이 학교가 나무가 죽었다.,이 학교가 교장 선생님이 돌아가셨다.
5214,아무라도 오지 마.,아무도 오지 마.
5215,철수가 하이트 맥주를 샀서 마셨다.,철수가 하이트 맥주를 사서 마셨다.
5216,동생이 철수가 책을 보낸다.,책을 철수가 동생에게 보낸다.
5217,아버지가 가고 어머니가 오셨다. ,아버지가 가시고 어머니가 오셨다.
5218,영희가 예쁘지 안 않다.,영희가 예쁘지 않지 않다.
5219,점심은 고사하고 아침도 먹었는지 의심스럽다.,점심은 고사하고 아침이라도 먹었는지 의심스럽다.
5220,영수가 약혼자가 죽었다.,영수의 약혼자가 죽었다.
5221,철수는 캔을 납작하게 눌렀다.,철수는 캔을 납작하게 눌렀다.
5222,그는 TV를 고장 나게 보았다. ,그는 TV를 고장 날 때까지 보았다.
5223,그 일이 철수에 의해 되었다.,철수가 그 일을 했다.
5224,어머니가 윤아를 책을 읽으셨다고 믿었다.,어머니가 윤아를 책을 읽으셨다고 믿었다.
5225,너는 민수가 왜 쓴 소설을 읽었니?,너는 민수가 언제 쓴 소설을 읽었니?
5226,네가 알아내던 비밀을 말하여라.,네가 알아내던 비밀을 말하여라.
5227,철수 영희에게 돈을 주었다.,철수가 영희에게 돈 주었다.
5228,영희가 침착한다.,영희가 침착하다.
5229,자기의 선생이 영희에게 그를 소개했다. ,그가 영희에게 자기의 선생을 소개했다.
5230,민수가 순이를 자기의 책에서 칭찬하였다.,민수가 순이를 자기의 방에서 만났다.
5231,나는 배신당한 그의 기분이야.,나는 배신당한 기분이야.
5232,철수는 고기를 먹고 싶어요.,나는 고기를 먹고 싶어요.
5233,강도가 사람을 밀어 넘었다.,강도가 사람을 밀어 넘어뜨렸다.
5234,민호는 날이 샐 때까지 놀았다.,민호는 날이 새게 놀았다.
5235,철수가 고기를 씹어 영희가 고기를 먹었다.,철수가 밥을 먹고 영희가 물을 마셨다.
5236,다리를 다치던 아이가 울고 있다.,다리를 다치던 아이가 울고 있다.
